st_date,blknum,accounts,storages,trienodes,codes,accountsize,storagesize,trienodesize,codesize
2016-07-28,1964682,489100,1415268,2578684,109646,32303267,109683270,302118527,121934360
2016-07-29,1970763,492587,1419093,2588647,110244,32526819,109979708,303411798,122662472
2016-07-30,1976742,497498,1425670,2604128,110669,32789547,110489425,305404963,123149591
2016-07-31,1982723,499887,1428594,2611367,110899,32923998,110716035,306338860,123592457
2016-08-01,1988752,502533,1431728,2619323,111102,33066525,110958920,307370252,124000348
2016-08-02,1994713,505249,1435183,2627829,111387,33230723,111226683,308472374,124437824
2016-08-03,2000607,509147,1439159,2638557,111719,33450987,111534823,309881389,125023159
2016-08-04,2006591,512362,1442996,2648251,112040,33642226,111832190,311141091,125495026
2016-08-05,2012783,515284,1447182,2657870,112330,33812733,112156605,312372590,126250061
2016-08-06,2018848,517639,1450812,2666025,112599,33956221,112437930,313413836,126814595
2016-08-07,2024826,519573,1453299,2672031,112750,34062707,112630673,314198862,127206984
2016-08-08,2030903,521489,1456027,2678364,112944,34173115,112842093,315013098,127576073
2016-08-09,2036962,523836,1460166,2687242,113518,34340368,113162865,316119553,128254009
2016-08-10,2043092,527080,1463415,2695919,113960,34544011,113414663,317251345,128753046
2016-08-11,2049146,530011,1468787,2707071,114687,34757467,113830993,318652797,129402759
2016-08-12,2055214,532651,1473707,2717209,115072,34925606,114212293,319914635,129863523
2016-08-13,2061228,534985,1477874,2725880,115552,35085171,114535235,321000245,130303043
2016-08-14,2067260,536765,1480657,2731963,115817,35198800,114750918,321784465,130531634
2016-08-15,2073294,538462,1483293,2737812,115896,35290229,114955208,322539477,130731971
2016-08-16,2079384,540203,1486416,2744346,116022,35388205,115197240,323366741,131041573
2016-08-17,2085438,542059,1489434,2750821,116183,35486662,115431135,324197192,131311961
2016-08-18,2091447,543867,1492981,2758046,116383,35593290,115706028,325096293,131598714
2016-08-19,2097547,545721,1504256,2776105,116562,35701922,116579840,327236740,131975168
2016-08-20,2103561,547413,1509153,2784947,116678,35796238,116959358,328306583,132257844
2016-08-21,2109616,549191,1514043,2793919,116799,35893026,117338333,329405087,132509645
2016-08-22,2115700,551318,1518146,2802423,117121,36027984,117656315,330470424,132924730
2016-08-23,2121778,552986,1522819,2810899,117317,36128576,118018473,331512104,133340660
2016-08-24,2127793,555691,1613019,2938680,117943,36318930,125008973,346459230,133719462
2016-08-25,2133846,557615,1616249,2945725,118123,36429675,125259298,347355813,134046965
2016-08-26,2139940,559851,1619157,2952751,118288,36551504,125484668,348260288,134519180
2016-08-27,2145946,561823,1623421,2961136,118379,36658318,125815128,349301364,134783265
2016-08-28,2152022,563305,1625273,2965676,118459,36737925,125958658,349876955,135018051
2016-08-29,2158057,564942,1627622,2971040,118508,36822763,126140705,350564262,135171115
2016-08-30,2164071,566798,1631053,2978345,118600,36921878,126406608,351476439,135459758
2016-08-31,2170097,568726,1637872,2990335,118742,37029454,126935080,352959233,135779775
2016-09-01,2176170,570826,1641750,2998493,118931,37150738,127235625,353988291,136091410
2016-09-02,2182159,573233,1645664,3007089,119298,37300344,127538960,355074300,136581305
2016-09-03,2188247,575343,1651356,3017817,119555,37426917,127980090,356388006,136992868
2016-09-04,2194196,577216,1654907,3025236,119682,37530720,128255293,357327285,137176658
2016-09-05,2200219,579146,1685125,3069435,119944,37649722,130597188,362125917,137450356
2016-09-06,2206295,580938,1689275,3077486,120258,37767186,130918813,363125750,137991432
2016-09-07,2212288,582807,1693201,3085373,120401,37872963,131223078,364112933,138261314
2016-09-08,2218406,584625,1698604,3095107,120550,37974070,131641810,365295373,138554665
2016-09-09,2224422,586903,1703726,3105292,120717,38101747,132038765,366574702,139160600
2016-09-10,2230496,589071,1707813,3113623,121171,38251666,132355508,367622141,139972564
2016-09-11,2236495,591081,1710562,3120036,121480,38379851,132568555,368452652,140390144
2016-09-12,2242588,592890,1713155,3126023,121569,38476925,132769513,369227192,140596852
2016-09-13,2248651,595441,1668108,3070850,122451,38686360,129278370,363175767,141308944
2016-09-14,2254654,597483,1669331,3073113,122585,38798989,129373153,363456933,141565286
2016-09-15,2260745,599446,1674215,3082460,122834,38918798,129751663,364617272,141858728
2016-09-16,2266776,601351,1677830,3089974,123025,39031195,130031825,365565091,142202112
2016-09-17,2272841,603247,1682962,3099639,123274,39139006,130429555,366757435,143569292
2016-09-18,2278885,605119,1688990,3110530,123360,39238211,130896725,368087346,143773244
2016-09-19,2284483,606797,1691612,3116317,123544,39338640,131099930,368828693,144002489
2016-09-20,2290892,607837,1692846,3119413,123598,39408683,131195565,369241235,144085598
2016-09-21,2297059,610367,1695366,3126329,123764,39535760,131390865,370175002,144376188
2016-09-22,2303121,613424,1698791,3135054,124058,39709490,131656303,371308685,144995324
2016-09-23,2308867,615234,1700584,3139983,124169,39811427,131795260,371957295,145215586
2016-09-24,2315093,616844,1701014,3142768,124205,39894766,131828585,372361949,145246099
2016-09-25,2320970,618487,1701587,3145780,124345,39986427,131872993,372787424,145326719
2016-09-26,2327237,620961,1702433,3150360,124438,40111109,131938558,373437693,145436703
2016-09-27,2333080,623300,1703180,3154573,124525,40229779,131996450,374041797,145616528
2016-09-28,2339133,625187,1704710,3159271,124644,40334314,132115025,374669454,145741964
2016-09-29,2345239,627053,1742279,3211785,124795,40440136,135026623,380192587,145910638
2016-09-30,2351365,631082,1751974,3230423,125304,40693739,135777985,382398781,146170262
2016-10-01,2357373,633247,1757573,3241134,125411,40803387,136211908,383660315,146308011
2016-10-02,2363153,635144,1761238,3248826,125474,40906824,136495945,384593866,146358543
2016-10-03,2369221,637290,1764161,3255800,125670,41027770,136722478,385464147,146501389
2016-10-04,2375425,639641,1775381,3274494,126313,41204037,137592028,387511910,147253207
2016-10-05,2381502,659261,1783522,3312646,144393,43030589,138222955,392729993,150535968
2016-10-06,2387319,661708,1786874,3320612,145253,43226848,138482735,393733195,151844771
2016-10-07,2393272,664396,1789947,3328559,146196,43411147,138720893,394739010,155001402
2016-10-08,2399159,666742,1792509,3335379,146411,43547069,138919448,395616809,155150201
2016-10-09,2405359,669890,1795347,3343660,147014,43717726,139139393,396685882,155288966
2016-10-10,2411408,672661,1801175,3355747,147733,43274907,139591063,398119595,155432212
2016-10-11,2417449,676635,1810296,3398125,148965,43306942,140297940,402420750,155570202
2016-10-12,2423499,2936003,1812674,6554600,149461,133732093,140482235,876940728,155891346
2016-10-13,2429409,10071559,1813191,15924298,149525,419171419,140522303,2324163279,155930682
2016-10-14,2435523,15022793,1813451,22850156,149555,617233781,140542453,3366241023,155953863
2016-10-15,2441602,16001737,1814500,24245656,149604,656406067,140623750,3574635222,155969446
2016-10-16,2447629,16701443,1814571,25244532,149607,684405904,140629253,3723703403,155969939
2016-10-17,2453684,17868009,1814725,26914038,149611,731082917,140641188,3972613649,155970223
2016-10-18,2459643,18929228,1815153,28436211,149628,773545870,140674358,4199366456,155976357
2016-10-19,2465762,19784605,1817847,29666943,150092,807813494,140883143,4382546454,156230189
2016-10-20,2471536,19786123,1823272,29676399,150357,807914387,141303580,4383623481,156825455
2016-10-21,2477834,19787701,1822838,29679044,150465,808000349,141269945,4384062650,156926792
2016-10-22,2483931,19789198,1824095,29682006,150508,808091338,141367363,4384434870,156973388
2016-10-23,2489972,19790920,1825719,29686637,150764,808196706,141493223,4385034300,157121594
2016-10-24,2495965,19792260,1826923,29690210,150819,808265547,141586533,4385500245,157218355
2016-10-25,2502030,19793894,1832819,29700568,150943,808358350,142043473,4386679799,157453570
2016-10-26,2508058,19796987,1836369,29709530,152016,808613552,142318598,4387806605,157902432
2016-10-27,2514154,19798955,1838409,29715041,152371,808744130,142476698,4388511023,158057074
2016-10-28,2520172,19800817,1839809,29719586,152578,808854368,142585198,4389110868,158143341
2016-10-29,2526115,19803136,1843516,29728055,153028,809010267,142872490,4390154342,158505091
2016-10-30,2531783,19804953,1845330,29733243,153098,809104099,143013075,4390826074,158551511
2016-10-31,2537842,19806765,1846966,29738017,153291,809208747,143139865,4391445290,158718602
2016-11-01,2543934,19808604,1849324,29743842,153439,809311898,143322610,4392178589,159018901
2016-11-02,2549773,19810887,1851569,29750080,153960,809442342,143496598,4392959653,159274980
2016-11-03,2555725,19815872,1852109,29757959,154054,809703205,143538448,4394138523,159418766
2016-11-04,2561675,19817850,1854363,29763919,154128,809788702,143713133,4394891418,159515187
2016-11-05,2567579,19819470,1855770,29768209,154194,809872285,143822175,4395452359,159626938
2016-11-06,2573575,19821002,1857162,29772283,154283,809955720,143930055,4395985960,159753051
2016-11-07,2579629,19822683,1859337,29777730,154373,810043010,144098618,4396671194,159880474
2016-11-08,2585944,19824483,1862708,29785013,154444,810129437,144359870,4397556956,159964284
2016-11-09,2592103,19826511,1867660,29794884,154594,810244464,144743650,4398721477,160218669
2016-11-10,2598027,19828970,1875043,29808812,154766,810381842,145315833,4400329358,160492438
2016-11-11,2603993,19830936,1876868,29813933,155214,810521014,145457270,4400994498,160939569
2016-11-12,2609985,19833159,1879682,29820969,155359,810642370,145675355,4401884113,161118652
2016-11-13,2616071,19834966,1880078,29825031,155458,810740330,145706045,4402453933,161259012
2016-11-14,2622274,19837350,1881847,29829811,155614,810872005,145843143,4403103463,161483793
2016-11-15,2628341,19839171,1886385,29838550,155908,810986778,146194838,4404150720,161913562
2016-11-16,2634347,19841273,1888907,29844981,156105,811109093,146390293,4404974688,162193182
2016-11-17,2640392,19843134,1891612,29851273,156404,811228448,146599930,4405766368,162472605
2016-11-18,2646260,19844937,1893376,29856319,156520,811324824,146736640,4406417584,162630952
2016-11-19,2652549,19846976,1895825,29862497,156742,811445496,146926438,4407210214,162973310
2016-11-20,2658699,19848539,1897084,29866536,156818,811528384,147024010,4407741317,163053795
2016-11-21,2664878,19850185,1899679,29872332,157036,811630053,147225123,4408465090,163231218
2016-11-22,2670951,19761621,1902167,29751822,157605,808052227,147417943,4390237177,163587162
2016-11-23,2676873,17600585,1905056,26654561,157723,721363755,147641840,3928518135,163763144
2016-11-24,2682710,16162892,1906194,24601401,157826,663930286,147730035,3622222224,163942101
2016-11-25,2688624,14517125,1908225,22266524,158344,598610952,147887438,3272891730,164299687
2016-11-26,2694735,12313716,1915263,19167637,164770,510665067,148432883,2807696616,164862013
2016-11-27,2700673,8230810,1918290,13580645,166319,347471963,148667475,1959488777,165086835
2016-11-28,2706618,4007102,1920839,8098590,167400,178542254,148865023,1108619165,165283467
2016-11-29,2712660,915172,1922890,3884061,167516,54883154,149023975,468355563,165542053
2016-11-30,2718648,772521,1925426,3681968,167632,49185122,149220515,438211414,165726563
2016-12-01,2724709,773924,1927250,3686211,167766,49262128,149361875,438762265,166030861
2016-12-02,2730766,775569,1929860,3692004,167925,49351774,149564150,439491805,166398277
2016-12-03,2736841,778803,1933669,3701463,168608,49561715,149859348,440689840,166592074
2016-12-04,2743001,785189,1937636,3714965,170964,50069834,150166790,442482765,166879372
2016-12-05,2748984,790746,1941050,3726529,173514,50564432,150431375,444012847,167185876
2016-12-06,2754988,797447,1945989,3741461,176597,51162947,150814148,445965143,167740788
2016-12-07,2761077,800018,1948711,3748567,177024,51322534,151025103,446880266,168068458
2016-12-08,2767150,801900,1953782,3758034,177248,51433038,151418105,448029373,168490746
2016-12-09,2773275,803587,1956656,3764335,177407,51525611,151640840,448811839,168755389
2016-12-10,2779325,805393,1961991,3774021,177697,51617293,152054303,449984539,169068848
2016-12-11,2785400,808765,1965763,3783461,179004,51897291,152346633,451177038,169342815
2016-12-12,2791498,811431,1977990,3803767,179373,52050317,153294225,453557242,171205044
2016-12-13,2797497,813157,1982227,3811906,179583,52148021,153622593,454535998,171849741
2016-12-14,2803567,814751,1985137,3818048,179762,52239685,153848118,455294857,171994046
2016-12-15,2809647,817983,2004786,3848268,179912,52394094,155370915,458900578,172333640
2016-12-16,2815648,821742,2029591,3887139,180013,52564150,157293303,463485942,172543117
2016-12-17,2821723,823623,2037194,3900197,180128,52661080,157882535,465043251,172761751
2016-12-18,2827839,826720,2053376,3926449,180984,52883024,159136640,468135654,173138465
2016-12-19,2833935,828781,2070048,3950926,181167,52991514,160428720,471021464,173326676
2016-12-20,2839967,830872,2077483,3964073,181745,53143000,161004933,472572577,173891234
2016-12-21,2846036,833155,2083407,3975458,181978,53270430,161464043,473914780,174192791
2016-12-22,2852106,835004,2087446,3983570,182142,53368426,161777065,474880466,174699492
2016-12-23,2858062,843756,2096411,4007996,182250,53736438,162471853,478045735,174848155
2016-12-24,2864016,847897,2098550,4016671,182346,53921552,162637625,479229353,175133590
2016-12-25,2870022,849665,2104529,4027233,182444,54010915,163100998,480504465,175351413
2016-12-26,2876149,850970,2106497,4031769,182508,54078019,163253518,481070326,175440269
2016-12-27,2882215,852376,2108675,4036707,182614,54154088,163422313,481688382,175614518
2016-12-28,2888213,854050,2111829,4043310,182884,54253608,163666748,482499245,176095257
2016-12-29,2894269,856060,2115995,4051712,183057,54359694,163989613,483518893,176376750
2016-12-30,2900351,858662,2122126,4063648,183397,54510530,164464765,484955598,177089658
2016-12-31,2906414,861058,2127314,4074228,183641,54640464,164866835,486232644,177801437
2017-01-01,2912407,863907,2131898,4084522,183986,54786514,165222095,487505504,178403576
2017-01-02,2918518,865422,2136460,4092724,184079,54864072,165575650,488482832,178643632
2017-01-03,2924576,867543,2141509,4102396,184197,54970931,165966948,489653138,178884462
2017-01-04,2930611,870185,2143064,4107977,184354,55106138,166087460,490362050,179259019
2017-01-05,2936752,873703,2149927,4121988,184689,55301602,166619343,492086517,180031236
2017-01-06,2942843,877006,2155413,4133873,184894,55470936,167044508,493565749,180441393
2017-01-07,2948852,880303,2160980,4145918,185274,55644238,167475950,495065418,181044771
2017-01-08,2954960,882927,2166637,4157231,185572,55784382,167914368,496439187,181542743
2017-01-09,2961034,885125,2174413,4170840,185807,55909914,168517008,498023084,182079026
2017-01-10,2967116,887533,2181026,4183241,186079,56047259,169029515,499489753,182794853
2017-01-11,2973146,889835,2186961,4194469,186288,56174133,169489478,500835984,183365471
2017-01-12,2979193,892099,2191712,4204078,186500,56300518,169857680,502004198,183949273
2017-01-13,2985249,895522,2195048,4213407,187069,56485635,170116220,503212587,184450940
2017-01-14,2991355,898908,2198084,4222358,187891,56686432,170351510,504378516,185038857
2017-01-15,2997422,902234,2200503,4230353,188584,56880178,170538983,505440404,185360860
2017-01-16,3003507,904658,2203066,4237277,188833,57017510,170737615,506328770,185653169
2017-01-17,3009559,907059,2206692,4245606,188921,57139056,171018630,507367151,185905612
2017-01-18,3015561,909762,2211541,4255994,189140,57287790,171394428,508647798,186503466
2017-01-19,3021626,912358,2216780,4266724,189465,57442416,171800450,509962006,186862645
2017-01-20,3027784,914872,2220986,4276038,189647,57576789,172126415,511122439,187348471
2017-01-21,3033747,917985,2228150,4290206,190099,57744326,172681625,512858984,187728661
2017-01-22,3039793,920362,2233026,4300240,190207,57867594,173059515,514090182,187951791
2017-01-23,3045858,922989,2242155,4316718,190312,58003277,173767013,516016142,188159313
2017-01-24,3051906,925682,2249581,4330801,190649,58152637,174342528,517708972,188532070
2017-01-25,3057943,928084,2260385,4349254,190839,58282962,175179838,519847926,189096433
2017-01-26,3063953,930475,2268257,4363573,191003,58412472,175789918,521545951,189430212
2017-01-27,3070034,933608,2276946,4380200,191511,58589907,176463315,523523919,189854497
2017-01-28,3076019,935996,2283369,4392520,191781,58726771,176961098,525006345,190229862
2017-01-29,3082082,938666,2290021,4405727,192245,58880045,177476628,526579437,190752722
2017-01-30,3088042,940793,2296841,4418447,192409,58992390,178005178,528067595,190958071
2017-01-31,3094136,943400,2305776,4434642,192913,59145534,178697640,529955325,191248274
